-124,158,9cc,100%
34,62,9cc,75%
39,42,9cc,50%
-96,-124,15cc,25%
41,11,15cc,50%
-82,-123,9cc,50%
-33,143,15cc,25%
5,113,15cc,125%
-81,-123,15cc,100%
158,7,9cc,150%
-52,-116,15cc,75%
-174,141,15cc,75%
193,113,15cc,50%
-176,-104,9cc,50%
-159,149,9cc,50%
42,9,9cc,25%
166,69,9cc,75%
18,-62,15cc,100%
10,109,9cc,25%
198,-83,15cc,0%
-34,145,9cc,0%
-114,-125,15cc,0%
37,58,9cc,25%
-129,159,9cc,50%
12,-71,9cc,50%
-174,142,15cc,75%
43,20,9cc,25%
22,-57,15cc,50%
169,78,15cc,0%
42,36,15cc,0%
178,95,9cc,50%
39,-17,9cc,25%
167,-38,15cc,50%
31,77,9cc,50%
-69,-123,15cc,0%
-195,128,15cc,25%
160,-19,15cc,25%
189,111,9cc,75%
-156,152,9cc,25%
-67,-123,15cc,0%
155,24,9cc,25%
160,-21,15cc,25%
190,-77,9cc,50%
34,-36,9cc,75%
172,-51,9cc,100%
155,29,15cc,25%
155,30,15cc,50%
41,50,15cc,25%
41,-14,15cc,50%
44,5,9cc,25%
-17,137,15cc,75%
156,40,15cc,50%
-193,131,15cc,50%
-19,139,9cc,75%
-177,-107,15cc,75%
-122,-127,9cc,75%
20,101,15cc,75%
179,-65,15cc,25%
-11,-98,9cc,0%
27,90,15cc,75%
-154,-119,9cc,25%
187,112,9cc,125%
-56,-122,15cc,75%
3,-86,9cc,75%
198,124,9cc,25%
-34,149,9cc,50%
155,43,9cc,0%
166,-43,9cc,25%
36,72,15cc,0%
-113,-129,15cc,0%
154,-3,9cc,100%
-5,130,15cc,100%
-133,-126,9cc,100%
-37,151,9cc,100%
45,-4,15cc,75%
-151,157,15cc,75%
-195,132,15cc,50%
-183,-105,15cc,25%
179,103,15cc,25%
-99,166,9cc,75%
-168,150,15cc,75%
-126,164,9cc,25%
170,-53,15cc,75%
34,79,9cc,50%
25,96,9cc,50%
157,57,15cc,100%
-158,155,9cc,0%
-122,-129,15cc,50%
-186,-104,9cc,75%
-116,166,15cc,0%
16,110,15cc,100%
152,34,15cc,25%
-166,152,9cc,75%
-164,153,9cc,75%
45,-12,15cc,0%
-119,166,15cc,25%
47,0,9cc,0%
45,-13,15cc,0%
-195,134,15cc,50%
166,84,15cc,50%
-141,-126,9cc,0%
153,-9,9cc,75%
164,80,9cc,25%
11,-81,9cc,75%
-189,-103,15cc,75%
-60,-126,15cc,0%
172,-60,15cc,75%
-146,-125,9cc,0%
152,42,15cc,125%
-28,-113,15cc,125%
9,-84,15cc,75%
-71,-129,15cc,50%
175,101,15cc,75%
-108,-132,9cc,50%
-33,152,15cc,100%
-144,162,9cc,0%
186,-80,9cc,100%
30,92,9cc,100%
151,40,9cc,100%
-154,159,15cc,75%
2,128,15cc,25%
151,-5,15cc,125%
187,118,15cc,50%
-106,169,9cc,0%
48,-7,15cc,50%
160,75,9cc,25%
-82,168,15cc,100%
50,28,9cc,25%
-46,-123,15cc,50%
-117,-133,15cc,0%
194,-91,15cc,75%
149,36,9cc,50%
-140,-129,9cc,50%
2,-94,9cc,0%
-144,-128,15cc,50%
181,-77,15cc,100%
-25,-114,15cc,75%
51,28,9cc,25%
-145,-128,15cc,25%
153,59,15cc,75%
183,116,9cc,125%
51,4,9cc,25%
-63,166,9cc,75%
151,52,9cc,25%
153,60,15cc,50%
150,-12,15cc,25%
-71,-132,9cc,50%
-101,-135,15cc,0%
-99,171,9cc,75%
-49,-126,15cc,25%
-94,-135,9cc,25%
42,-37,15cc,75%
179,-76,9cc,25%
-92,-135,15cc,25%
-43,160,15cc,0%
-172,-118,15cc,75%
7,127,9cc,75%
46,-26,15cc,25%
-80,-134,15cc,125%
-12,-107,15cc,50%
49,-15,15cc,0%
29,100,15cc,75%
-183,-112,15cc,25%
52,3,9cc,25%
-146,-129,9cc,25%
200,-99,15cc,50%
42,75,15cc,25%
147,1,15cc,75%
-52,-128,9cc,75%
149,-13,15cc,0%
177,111,15cc,75%
-28,154,15cc,100%
-6,140,15cc,100%
151,-24,9cc,75%
-27,-118,9cc,50%
8,128,9cc,75%
-20,150,15cc,100%
147,42,15cc,75%
43,-39,9cc,100%
152,64,9cc,0%
145,21,9cc,25%
-15,147,15cc,0%
-119,172,15cc,25%
-18,149,15cc,50%
-12,145,9cc,0%
-174,155,9cc,0%
-43,162,9cc,25%
-92,-137,9cc,50%
-176,-118,9cc,100%
151,-26,15cc,75%
52,-9,9cc,50%
145,7,9cc,100%
44,-38,9cc,125%
181,-82,15cc,0%
-45,-127,9cc,100%
188,-90,15cc,75%
32,-63,15cc,25%
164,94,9cc,0%
44,-39,9cc,125%
42,80,9cc,150%
-23,153,15cc,100%
-18,-114,9cc,25%
-105,-138,15cc,25%
18,-83,9cc,0%
-132,-135,9cc,100%
-93,-138,15cc,0%
-51,-130,9cc,75%
32,100,9cc,75%
144,9,9cc,100%
148,-19,15cc,100%
-199,140,9cc,25%
-155,-129,9cc,75%
-67,171,15cc,75%
-179,-118,15cc,125%
-85,-138,15cc,100%
-125,173,9cc,50%
-41,163,15cc,50%
-34,160,15cc,50%
186,-90,15cc,50%
193,-97,9cc,75%
-200,140,9cc,25%
-95,-139,15cc,0%
35,97,9cc,125%
-22,-118,9cc,25%
-133,172,15cc,75%
-191,-111,9cc,75%
155,-43,9cc,100%
56,6,15cc,25%
-123,-138,15cc,25%
-146,-133,15cc,50%
185,-90,15cc,50%
-52,168,9cc,25%
-189,149,9cc,25%
-161,-128,15cc,75%
-55,-133,15cc,25%
182,-87,15cc,25%
142,19,15cc,75%
-100,-140,9cc,0%
57,21,9cc,75%
37,-59,9cc,25%
-70,173,9cc,75%
168,105,15cc,50%
147,58,15cc,0%
32,-68,15cc,0%
12,129,9cc,125%
187,129,15cc,100%
-155,-131,9cc,50%
-37,163,9cc,50%
142,5,9cc,100%
-196,145,15cc,25%
-189,-114,15cc,75%
-130,174,15cc,75%
54,-16,9cc,0%
46,-42,9cc,0%
-188,151,15cc,100%
-43,166,9cc,25%
11,-95,15cc,50%
177,-83,15cc,25%
-109,177,15cc,50%
166,104,9cc,0%
7,-99,15cc,50%
18,-88,9cc,100%
-80,-140,15cc,50%
51,66,9cc,125%
-181,-120,15cc,100%
151,-39,15cc,50%
-144,172,15cc,100%
46,81,9cc,100%
192,-100,9cc,50%
172,-78,15cc,75%
58,36,9cc,125%
-104,178,15cc,50%
-61,173,15cc,100%
-175,160,9cc,0%
-27,160,9cc,50%
-108,178,15cc,25%
-68,-139,9cc,25%
57,46,15cc,75%
13,-95,15cc,75%
-183,-120,9cc,100%
145,60,15cc,0%
41,-57,9cc,0%
-194,149,9cc,0%
159,95,15cc,75%
192,-101,15cc,75%
-20,157,9cc,75%
26,117,9cc,100%
32,109,15cc,0%
-160,168,9cc,75%
186,132,15cc,75%
14,-95,9cc,100%
-7,-113,15cc,0%
-81,-142,9cc,50%
55,59,9cc,125%
-47,-134,9cc,75%
18,127,15cc,75%
57,-15,9cc,0%
44,-53,15cc,25%
42,-57,9cc,0%
60,3,15cc,25%
167,-74,15cc,150%
4,141,9cc,0%
160,99,9cc,0%
58,48,9cc,75%
-118,-143,9cc,75%
-31,164,9cc,75%
61,19,9cc,50%
-65,176,15cc,50%
40,98,15cc,100%
145,-30,15cc,75%
-172,-128,15cc,125%
61,29,9cc,75%
177,-88,15cc,25%
23,-87,15cc,100%
146,-34,9cc,50%
-166,-131,15cc,25%
-87,-144,15cc,50%
150,-45,9cc,125%
174,121,15cc,75%
19,128,9cc,50%
21,126,9cc,25%
57,58,9cc,100%
-181,-124,9cc,50%
-11,-118,15cc,50%
-19,-123,9cc,150%
137,26,9cc,75%
50,80,9cc,125%
142,-23,9cc,75%
60,45,9cc,50%
-56,175,9cc,100%
15,133,15cc,25%
-193,-117,9cc,50%
-112,181,9cc,75%
151,85,15cc,50%
187,136,9cc,75%
11,137,9cc,150%
49,-47,9cc,50%
-192,154,9cc,100%
-140,-141,15cc,100%
62,34,15cc,50%
137,34,9cc,50%
60,49,15cc,50%
139,-13,15cc,25%
158,-64,9cc,100%
-28,-129,9cc,75%
3,-109,9cc,75%
20,-93,15cc,50%
179,-93,15cc,25%
149,-47,15cc,100%
-139,178,15cc,50%
143,-31,15cc,50%
-184,-124,15cc,100%
146,-40,15cc,100%
35,-75,9cc,25%
136,2,15cc,75%
-183,-125,15cc,50%
63,35,9cc,50%
138,-13,9cc,0%
-22,163,9cc,150%
-60,178,9cc,75%
-68,180,9cc,75%
-153,175,9cc,0%
-156,174,15cc,0%
180,-96,15cc,125%
137,47,9cc,25%
-5,-117,15cc,25%
-116,-147,9cc,50%
-131,-145,15cc,125%
141,-29,15cc,50%
-185,-125,9cc,75%
-26,166,15cc,0%
47,-57,9cc,0%
-28,-131,15cc,75%
-30,168,15cc,0%
-22,164,9cc,150%
-104,184,15cc,75%
-75,182,9cc,75%
141,66,15cc,75%
155,-63,15cc,50%
148,-49,9cc,50%
12,140,15cc,50%
-25,-130,9cc,100%
141,67,15cc,100%
51,86,15cc,100%
155,100,9cc,75%
140,65,9cc,75%
153,-61,15cc,75%
19,134,9cc,25%
188,142,15cc,25%
-109,-149,9cc,0%
174,-92,15cc,50%
-175,-132,15cc,0%
133,28,15cc,75%
-122,-148,9cc,50%
66,6,15cc,100%
133,6,15cc,75%
-135,-146,9cc,125%
62,57,15cc,75%
28,-89,9cc,0%
59,-32,15cc,50%
-86,185,9cc,0%
156,-68,9cc,75%
-30,170,15cc,0%
-168,-136,15cc,25%
67,18,9cc,50%
-92,186,15cc,25%
55,81,9cc,100%
-52,179,15cc,75%
180,-100,9cc,125%
133,-3,9cc,50%
63,56,15cc,75%
-90,-150,15cc,0%
193,148,9cc,125%
173,-93,9cc,50%
162,-79,15cc,75%
133,43,15cc,25%
38,114,15cc,75%
-60,182,9cc,50%
-69,184,9cc,75%
-23,-132,15cc,100%
177,-98,15cc,50%
-21,-131,15cc,75%
-49,179,15cc,75%
131,26,9cc,50%
160,-77,9cc,75%
34,-84,9cc,25%
162,116,15cc,50%
-111,-151,15cc,0%
-90,-151,9cc,25%
67,-4,9cc,75%
45,104,9cc,100%
-180,-132,15cc,25%
-30,172,9cc,0%
-141,-147,9cc,75%
-149,-145,9cc,75%
187,145,9cc,0%
-102,188,15cc,25%
32,124,15cc,100%
167,-88,15cc,50%
-199,-121,15cc,25%
-159,178,9cc,75%
62,67,15cc,25%
46,104,9cc,100%
-147,182,15cc,75%
191,149,15cc,125%
-172,-137,15cc,50%
-116,188,9cc,50%
141,-44,9cc,50%
173,-96,15cc,75%
32,-89,9cc,0%
64,-26,15cc,75%
62,69,9cc,75%
130,1,9cc,25%
57,-47,15cc,50%
53,92,15cc,75%
33,-88,9cc,0%
68,44,15cc,25%
-82,-152,15cc,50%
-107,189,9cc,25%
178,138,15cc,50%
70,9,9cc,50%
-92,-153,9cc,25%
-22,-134,9cc,25%
-90,-153,15cc,50%
69,-5,15cc,50%
135,65,9cc,25%
146,94,9cc,125%
-57,-148,9cc,0%
161,119,15cc,0%
20,140,15cc,75%
21,-103,9cc,75%
70,35,9cc,50%
-56,184,15cc,25%
36,122,9cc,50%
128,15,9cc,50%
-46,-145,15cc,75%
70,37,15cc,25%
129,-1,9cc,25%
27,-97,9cc,25%
67,56,15cc,75%
159,117,15cc,25%
130,46,15cc,25%
142,-51,15cc,0%
-160,-144,9cc,25%
69,-12,15cc,100%
52,-62,15cc,75%
-155,182,9cc,0%
129,-6,15cc,75%
-141,-150,15cc,50%
149,-66,9cc,75%
-17,-133,9cc,0%
-195,163,15cc,50%
69,49,9cc,25%
-76,-153,15cc,50%
128,1,15cc,25%
46,109,9cc,125%
46,-73,15cc,25%
-15,168,9cc,0%
-178,-137,9cc,25%
127,27,15cc,50%
139,82,15cc,50%
190,-116,9cc,25%
127,6,9cc,50%
-7,164,15cc,75%
154,112,9cc,25%
39,121,15cc,100%
68,59,9cc,50%
-60,-151,9cc,75%
150,106,15cc,75%
49,-70,15cc,25%
-75,190,9cc,0%
63,76,9cc,25%
24,139,9cc,25%
-20,172,15cc,25%
58,-53,9cc,75%
-68,-153,15cc,50%
-55,186,15cc,0%
126,9,9cc,50%
-73,-154,15cc,50%
50,-69,9cc,50%
68,61,9cc,50%
55,-60,15cc,0%
-89,-156,9cc,50%
-140,-152,9cc,25%
44,-79,15cc,50%
157,-82,15cc,75%
68,-26,15cc,0%
18,-110,9cc,50%
64,-40,9cc,75%
-159,-147,9cc,100%
-75,191,15cc,0%
-102,-157,15cc,125%
155,116,9cc,100%
-186,-135,9cc,25%
59,89,15cc,50%
36,-91,9cc,50%
148,105,9cc,100%
167,132,15cc,75%
74,9,9cc,75%
-80,-156,15cc,75%
-67,-154,9cc,50%
-144,188,15cc,75%
-113,193,15cc,100%
125,32,15cc,0%
-118,-157,15cc,75%
65,76,15cc,25%
45,-80,9cc,0%
-3,-128,15cc,100%
126,44,15cc,50%
52,105,9cc,25%
196,-124,15cc,100%
7,157,9cc,25%
175,-106,9cc,50%
75,24,9cc,75%
-121,-157,15cc,25%
-151,187,15cc,75%
60,-54,15cc,75%
-66,-155,9cc,0%
-124,-157,9cc,0%
-87,-158,9cc,50%
70,62,9cc,25%
128,58,15cc,0%
-6,-131,9cc,125%
-132,-156,15cc,25%
23,-108,9cc,25%
173,-105,15cc,50%
75,1,15cc,75%
138,89,15cc,25%
-4,166,9cc,25%
47,115,15cc,50%
-103,-159,15cc,75%
-99,-159,9cc,100%
-120,-158,9cc,25%
56,100,15cc,25%
76,26,9cc,50%
61,-54,15cc,100%
-29,-144,15cc,50%
44,-84,9cc,25%
149,111,15cc,25%
137,88,9cc,50%
76,6,9cc,75%
68,72,15cc,75%
76,31,15cc,75%
73,-17,15cc,75%
130,-33,9cc,25%
-50,-152,9cc,100%
134,-45,9cc,25%
59,-59,9cc,75%
-18,175,15cc,75%
148,110,9cc,25%
-28,180,15cc,150%
-132,-157,15cc,25%
11,-120,15cc,150%
-49,188,15cc,125%
71,63,9cc,50%
197,163,9cc,0%
-170,-146,15cc,25%
-74,-158,15cc,0%
4,-126,9cc,0%
186,155,9cc,75%
-58,191,15cc,100%
-67,193,15cc,75%
-36,184,15cc,50%
-91,-160,9cc,50%
-140,-156,9cc,25%
-79,-159,9cc,25%
75,47,9cc,25%
-161,186,9cc,25%
44,122,9cc,150%
167,137,9cc,75%
125,53,15cc,75%
32,-101,9cc,100%
-88,196,15cc,25%
127,62,9cc,100%
123,-6,9cc,0%
145,107,9cc,125%
164,-98,15cc,25%
-75,195,15cc,50%
-59,192,15cc,100%
134,-49,9cc,100%
-27,-145,9cc,0%
4,163,15cc,75%
44,123,9cc,150%
0,-130,15cc,100%
-11,-137,15cc,75%
72,-29,9cc,25%
69,75,15cc,75%
-155,-153,9cc,50%
138,-59,9cc,0%
43,125,9cc,150%
-16,176,9cc,75%
189,159,9cc,50%
36,134,9cc,100%
-71,-159,9cc,0%
147,112,9cc,50%
170,-106,15cc,50%
-133,-159,15cc,50%
-15,-140,15cc,50%
187,158,9cc,25%
63,-56,9cc,100%
-103,198,9cc,0%
-163,187,9cc,50%
149,116,15cc,75%
79,22,15cc,25%
17,154,9cc,75%
3,165,15cc,75%
120,23,9cc,0%
40,-94,15cc,75%
155,-89,9cc,0%
79,27,9cc,50%
121,39,9cc,75%
41,129,9cc,100%
173,-110,15cc,50%
-26,182,9cc,25%
-38,-151,9cc,25%
-195,172,9cc,50%
75,58,9cc,75%
144,109,9cc,75%
-86,-162,9cc,75%
-70,-160,9cc,0%
125,-27,9cc,25%
-64,-159,9cc,0%
199,168,15cc,0%
-3,-134,9cc,125%
154,125,15cc,50%
171,145,9cc,125%
55,-74,9cc,75%
-180,-145,15cc,25%
-16,178,9cc,75%
160,133,9cc,50%
-44,190,15cc,100%
-140,195,9cc,75%
-28,-148,9cc,25%
49,-84,15cc,0%
8,-127,9cc,50%
152,-87,15cc,100%
119,33,9cc,25%
168,-107,9cc,100%
142,-72,9cc,50%
51,-82,15cc,25%
148,-82,15cc,75%
-151,-157,9cc,75%
47,-88,9cc,25%
-107,-164,9cc,50%
37,137,15cc,50%
1,-133,15cc,100%
151,-87,15cc,100%
156,130,9cc,75%
160,-99,9cc,50%
139,104,15cc,50%
184,159,15cc,25%
178,-118,15cc,25%
36,139,9cc,50%
179,-119,9cc,25%
71,-44,15cc,0%
-4,173,9cc,75%
74,-35,9cc,150%
-24,184,15cc,50%
-74,-163,9cc,25%
17,158,9cc,100%
82,27,15cc,0%
82,9,9cc,100%
75,-33,15cc,100%
-79,200,9cc,75%
21,-119,9cc,75%
66,94,9cc,75%
-146,-160,15cc,0%
-39,-155,9cc,25%
135,-63,9cc,25%
-182,-147,9cc,25%
170,148,15cc,50%
167,-109,9cc,125%
123,-32,15cc,25%
116,17,9cc,0%
-33,189,15cc,100%
116,21,15cc,0%
176,154,15cc,100%
126,-42,15cc,100%
141,111,9cc,75%
83,9,15cc,125%
130,-53,9cc,50%
38,-103,15cc,75%
2,-135,9cc,75%
-137,199,9cc,0%
-52,196,9cc,75%
122,67,9cc,75%
-160,193,15cc,0%
-117,-199,15cc,75%
-178,186,9cc,25%
120,-24,15cc,0%
-12,-144,9cc,0%
10,166,9cc,25%
124,75,15cc,25%
147,-86,9cc,100%
-100,-198,9cc,0%
140,111,9cc,75%
-62,199,9cc,0%
138,-72,15cc,50%
-191,-144,15cc,0%
71,87,9cc,100%
83,41,9cc,75%
-124,-166,9cc,50%
72,-49,15cc,25%
-7,-142,15cc,0%
119,-23,15cc,0%
-186,183,15cc,75%
-200,175,15cc,50%
82,-13,9cc,75%
-22,186,15cc,50%
15,-127,15cc,25%
-31,190,15cc,150%
-12,181,15cc,75%
-48,196,9cc,50%
81,55,9cc,100%
79,64,15cc,25%
159,139,15cc,25%
-176,188,9cc,50%
53,-86,9cc,50%
114,19,9cc,25%
172,-117,9cc,25%
115,-2,9cc,25%
194,171,9cc,25%
114,9,9cc,25%
114,28,15cc,25%
114,8,9cc,25%
83,-11,15cc,75%
-9,180,15cc,25%
84,-4,9cc,0%
-66,-165,15cc,50%
39,-105,15cc,50%
-49,197,9cc,50%
188,-131,9cc,150%
159,-104,15cc,75%
21,-123,15cc,75%
65,103,15cc,50%
-56,-163,9cc,50%
-197,-142,9cc,75%
70,-57,9cc,25%
-26,-153,15cc,100%
18,162,15cc,100%
131,98,15cc,25%
114,-2,15cc,50%
22,159,15cc,125%
-62,-200,9cc,0%
195,173,15cc,25%
-162,-159,15cc,0%
80,-30,15cc,75%
-2,177,15cc,25%
42,-103,15cc,25%
33,149,15cc,100%
-188,184,15cc,75%
29,-117,9cc,75%
86,4,9cc,125%
-45,197,15cc,100%
159,-106,15cc,75%
86,36,15cc,75%
64,-72,15cc,0%
81,-29,9cc,75%
-145,-200,15cc,100%
45,137,9cc,75%
77,80,15cc,0%
46,-100,15cc,25%
-87,-195,15cc,125%
115,55,15cc,25%
8,172,9cc,50%
200,-142,9cc,50%
-15,-150,15cc,100%
168,-117,9cc,0%
-63,-167,15cc,75%
28,-120,15cc,75%
86,45,9cc,50%
-82,-195,15cc,125%
-97,-171,15cc,50%
-162,-161,9cc,0%
-94,-194,9cc,75%
-197,181,9cc,25%
111,26,9cc,0%
69,-65,9cc,100%
84,-22,15cc,75%
118,-34,9cc,25%
138,116,9cc,50%
88,6,9cc,125%
83,63,9cc,25%
56,124,15cc,75%
121,-44,9cc,100%
48,135,15cc,125%
48,-99,9cc,75%
-183,-153,9cc,75%
88,34,9cc,125%
128,-62,9cc,75%
39,-110,9cc,25%
74,-56,9cc,75%
110,22,9cc,25%
199,179,9cc,25%
-182,190,15cc,25%
-29,-158,9cc,75%
-57,-167,9cc,50%
133,-73,15cc,100%
187,-135,15cc,25%
117,70,9cc,50%
-112,-193,9cc,75%
119,-41,15cc,125%
-113,-172,15cc,50%
-157,200,15cc,75%
118,-38,9cc,100%
159,146,9cc,50%
78,-47,9cc,50%
-88,-172,9cc,0%
-185,-153,15cc,125%
-169,-160,9cc,0%
-33,-160,15cc,50%
84,64,15cc,50%
-47,-200,15cc,50%
49,136,15cc,0%
167,155,9cc,50%
-14,-152,15cc,100%
-190,187,9cc,75%
68,107,15cc,100%
29,158,15cc,25%
67,-73,15cc,0%
109,12,15cc,0%
109,11,15cc,50%
-39,199,15cc,50%
57,-90,15cc,0%
10,174,15cc,75%
112,-19,9cc,50%
-172,196,15cc,75%
86,60,15cc,25%
88,-14,15cc,100%
56,128,9cc,50%
124,94,9cc,25%
160,149,15cc,50%
-155,-199,9cc,75%
88,-15,15cc,100%
81,79,9cc,25%
80,82,9cc,75%
-97,-191,9cc,25%
-34,-162,9cc,50%
108,11,9cc,75%
-108,-174,9cc,0%
66,113,15cc,25%
-153,-167,15cc,50%
108,27,9cc,125%
123,-57,15cc,50%
74,98,15cc,25%
140,-89,15cc,25%
193,-142,9cc,50%
-7,-150,9cc,50%
-172,-161,15cc,75%
136,-83,9cc,100%
-27,-160,15cc,75%
45,-108,9cc,0%
46,143,15cc,75%
-196,-150,15cc,75%
-105,-175,9cc,100%
-26,-160,15cc,75%
72,104,15cc,25%
89,-17,15cc,100%
-191,-153,15cc,0%
81,-47,15cc,75%
110,-18,9cc,50%
85,-35,9cc,25%
108,42,15cc,75%
91,-6,15cc,75%
-87,-190,15cc,100%
-18,193,15cc,75%
35,156,9cc,25%
162,154,9cc,75%
-75,-191,15cc,0%
89,-20,9cc,100%
168,-124,9cc,75%
137,123,9cc,25%
10,177,15cc,50%
-178,196,15cc,25%
177,-132,15cc,100%
-73,-191,9cc,0%
-121,-190,9cc,0%
106,24,9cc,75%
-141,-172,9cc,50%
-193,189,15cc,100%
-131,-174,15cc,100%
24,-131,15cc,75%
135,121,15cc,75%
93,34,9cc,125%
30,-126,9cc,75%
93,1,15cc,75%
-196,-152,9cc,25%
-58,-193,9cc,25%
-119,-189,9cc,0%
-159,-197,9cc,25%
139,-92,9cc,50%
-102,-188,9cc,25%
116,-47,9cc,100%
80,91,9cc,75%
191,-144,9cc,100%
157,-115,15cc,25%
-131,-175,9cc,100%
91,-18,9cc,75%
-60,-192,15cc,25%
93,41,15cc,75%
-78,-176,15cc,100%
57,-97,9cc,75%
76,-65,9cc,75%
22,-134,9cc,75%
80,-56,15cc,25%
93,44,15cc,75%
-24,198,9cc,50%
95,20,15cc,0%
93,-10,15cc,125%
0,186,15cc,50%
-121,-188,9cc,0%
91,-22,15cc,125%
104,26,15cc,100%
-92,-178,15cc,50%
185,177,9cc,0%
14,-141,9cc,75%
-131,-189,9cc,50%
47,147,15cc,50%
77,-65,15cc,50%
172,167,15cc,0%
-114,-187,15cc,0%
186,178,15cc,0%
-151,-172,15cc,100%
94,42,15cc,25%
71,-77,15cc,25%
104,4,9cc,100%
1,-150,9cc,100%
-29,-200,9cc,75%
196,-149,9cc,0%
113,80,9cc,50%
85,83,15cc,75%
-157,-171,15cc,25%
95,-4,15cc,125%
95,-5,15cc,125%
-113,-186,9cc,50%
88,-39,9cc,25%
-158,-194,15cc,25%
92,60,15cc,50%
46,-114,15cc,75%
-29,-166,9cc,0%
-85,-186,15cc,100%
93,-20,9cc,50%
-17,197,15cc,75%
69,-83,15cc,150%
-26,-200,15cc,75%
177,173,15cc,25%
90,-34,15cc,0%
-199,190,15cc,25%
182,-141,9cc,50%
35,162,15cc,0%
89,74,15cc,0%
-122,-186,9cc,50%
104,-11,9cc,75%
-184,198,9cc,25%
143,-103,15cc,75%
47,150,9cc,0%
151,149,9cc,100%
-2,-154,15cc,125%
102,33,9cc,25%
134,127,15cc,50%
78,-68,9cc,25%
-9,194,9cc,25%
87,-46,15cc,25%
106,-25,9cc,50%
126,-78,9cc,100%
72,-80,15cc,75%
62,132,15cc,50%
4,187,9cc,75%
47,151,9cc,0%
-186,198,15cc,25%
79,103,15cc,125%
-194,-158,15cc,50%
-122,-180,9cc,75%
125,113,15cc,75%
-150,-190,15cc,25%
98,27,15cc,100%
-51,-190,9cc,25%
27,171,9cc,100%
-37,-194,9cc,0%
94,-25,15cc,150%
-199,-156,9cc,0%
-181,-200,9cc,0%
98,1,15cc,25%
63,-96,15cc,50%
101,36,9cc,0%
104,-21,15cc,75%
107,-34,15cc,75%
124,113,9cc,75%
106,67,9cc,25%
-80,-184,15cc,25%
43,-121,15cc,75%
89,-45,15cc,50%
85,92,15cc,50%
-200,192,9cc,0%
139,137,9cc,125%
154,155,9cc,0%
98,40,9cc,125%
72,-83,9cc,100%
99,6,9cc,25%
92,72,9cc,50%
96,55,9cc,50%
-5,-158,15cc,100%
197,-154,15cc,25%
55,144,15cc,50%
-31,-170,9cc,75%
67,-92,15cc,75%
-149,-177,9cc,75%
-74,-184,15cc,50%
-172,-195,15cc,75%
109,81,15cc,50%
174,175,15cc,75%
-17,-200,9cc,25%
169,-135,15cc,125%
142,-107,9cc,25%
24,-140,15cc,75%
-159,-175,15cc,25%
160,163,15cc,75%
162,-129,15cc,25%
-144,-179,9cc,75%
-46,-176,9cc,25%
47,155,15cc,25%
118,-69,9cc,75%
-6,-160,9cc,75%
-53,-178,9cc,50%
181,181,9cc,25%
-157,-189,15cc,25%
173,-139,15cc,0%
14,184,15cc,75%
77,-78,9cc,75%
155,159,15cc,25%
-176,-170,9cc,25%
75,-82,15cc,100%
49,-118,9cc,0%
-171,-172,15cc,50%
-50,-178,15cc,50%
165,169,15cc,50%
88,91,15cc,50%
-58,-185,15cc,75%
-36,-191,9cc,50%
199,194,15cc,25%
101,-22,15cc,50%
189,188,9cc,150%
-136,-183,9cc,75%
-56,-180,15cc,25%
2,193,9cc,25%
192,190,15cc,125%
105,75,15cc,50%
101,-23,9cc,0%
139,-106,15cc,0%
114,-64,9cc,50%
9,189,9cc,75%
54,150,9cc,0%
54,-114,15cc,75%
78,115,15cc,0%
-144,-184,9cc,50%
21,181,9cc,125%
174,-142,9cc,25%
105,-41,9cc,50%
38,167,9cc,75%
113,-63,9cc,100%
-9,200,9cc,0%
7,-155,15cc,50%
-199,197,15cc,0%
78,-80,9cc,100%
85,102,9cc,50%
173,-142,15cc,25%
168,174,15cc,75%
-196,-163,15cc,50%
-200,197,9cc,0%
78,-81,15cc,100%
113,-65,9cc,100%
125,124,15cc,100%
107,86,9cc,50%
-25,-193,9cc,75%
112,-63,15cc,100%
97,-34,15cc,100%
99,62,15cc,75%
-157,-186,15cc,0%
-5,199,15cc,25%
97,-35,9cc,100%
102,-35,15cc,75%
167,174,15cc,100%
100,-27,9cc,25%
89,95,9cc,75%
139,145,15cc,75%
173,-143,9cc,25%
-147,-182,9cc,25%
196,195,9cc,0%
115,107,9cc,100%
8,192,15cc,25%
129,-96,9cc,0%
-153,-184,9cc,50%
46,162,15cc,25%
47,161,9cc,75%
48,160,9cc,75%
86,-68,9cc,50%
91,93,9cc,100%
3,196,15cc,50%
5,195,15cc,0%
120,119,15cc,50%
43,166,9cc,50%
-30,-189,15cc,100%
187,-155,9cc,75%
77,123,15cc,0%
112,104,15cc,50%
136,144,15cc,75%
76,125,9cc,0%
91,95,9cc,75%
128,-97,15cc,0%
29,-143,15cc,75%
135,143,9cc,75%
83,113,9cc,25%
138,-111,15cc,50%
157,168,9cc,50%
119,119,9cc,50%
12,-156,15cc,50%
108,-61,9cc,100%
29,180,15cc,100%
57,-117,15cc,100%
-26,-176,9cc,125%
66,-106,15cc,0%
80,-85,15cc,100%
-166,-185,9cc,0%
86,110,9cc,50%
68,140,9cc,50%
78,125,15cc,25%
101,81,15cc,25%
72,135,15cc,50%
-193,-195,9cc,0%
44,169,9cc,50%
110,106,15cc,50%
-30,-186,15cc,100%
129,-103,9cc,100%
179,-153,15cc,75%
104,-56,9cc,25%
172,184,9cc,50%
118,122,15cc,100%
